Accession	Start	Stop	Tool
NZ_CP031699.1	1391673	1392369	CRISPRDetect
NZ_CP035196.1	168260	169201	CRISPRDetect
NC_015160.1	1524050	1528711	CRISPRDetect
NZ_CP053808.1	1882343	1882550	CRISPRDetect
NZ_CP066284.1	823241	823384	CRISPRDetect
NZ_CP066284.1	831770	832700	CRISPRDetect
NZ_CP046309.1	1208473	1209329	CRISPRDetect
NZ_CP046309.1	1210753	1212692	CRISPRDetect
NZ_CP046362.1	546474	547087	CRISPRDetect
NZ_CP046362.1	562151	563477	CRISPRDetect
NZ_CP042499.1	4873993	4876725	CRISPRDetect
NZ_CP044513.1	3121027	3121927	CRISPRDetect
NZ_CP044513.1	3122754	3122998	CRISPRDetect
NZ_CP044513.1	3130827	3130979	CRISPRDetect
NZ_CP038908.1	364295	364518	CRISPRDetect
NZ_CP045761.1	630305	631555	CRISPRDetect
NZ_CP040313.1	4277270	4277482	CRISPRDetect
NZ_CP042845.1	3581179	3581942	CRISPRDetect
NZ_CP042845.1	3607491	3607886	CRISPRDetect
NZ_CP045059.1	3002212	3003341	CRISPRDetect
NZ_CP012090.1	2893858	2894929	CRISPRDetect
NZ_CP035210.1	5193741	5197000	CRISPRDetect
NZ_CP045298.1	1864862	1866386	CRISPRDetect
NZ_CP045298.1	2713495	2714536	CRISPRDetect
NZ_CP045298.1	3717410	3717966	CRISPRDetect
NZ_CP045298.1	3719762	3720252	CRISPRDetect
NZ_CP045298.1	3729897	3730385	CRISPRDetect
NZ_CP045298.1	4517735	4519713	CRISPRDetect
NZ_CP045298.1	4528407	4529175	CRISPRDetect
NZ_CP045298.1	4530428	4531076	CRISPRDetect
NZ_CP045298.1	4535602	4537242	CRISPRDetect
NZ_CP045298.1	4537463	4539176	CRISPRDetect
NZ_CP045298.1	5028930	5029161	CRISPRDetect
NZ_CP045956.1	940128	940827	CRISPRDetect
NZ_CP045956.1	957094	957612	CRISPRDetect
NZ_CP046061.1	4793276	4794038	CRISPRDetect
NZ_CP046061.1	4803209	4803788	CRISPRDetect
NZ_CP045719.1	2838142	2840550	CRISPRDetect
NZ_CP045831.1	987014	987408	CRISPRDetect
NZ_CP045831.1	996459	996978	CRISPRDetect
NZ_CP045831.1	1631135	1631703	CRISPRDetect
NZ_CP045564.1	857414	858385	CRISPRDetect
NZ_CP045564.1	1694677	1695637	CRISPRDetect
NZ_CP033391.1	1130663	1131950	CRISPRDetect
NZ_CP033391.1	1581015	1581978	CRISPRDetect
NZ_CP046009.1	1065141	1065414	CRISPRDetect
NZ_CP046009.1	1093805	1094017	CRISPRDetect
NZ_CP034177.1	1143358	1144058	CRISPRDetect
NZ_CP034177.1	1160180	1160821	CRISPRDetect
NZ_CP045548.1	10539	11419	CRISPRDetect
NZ_CP045548.1	20365	22756	CRISPRDetect
NZ_CP024695.1	1100738	1100941	CRISPRDetect
NZ_CP024695.1	3916234	3916873	CRISPRDetect
NZ_CP024695.1	3943981	3944437	CRISPRDetect
NZ_CP063294.1	947970	949463	CRISPRDetect
NZ_CP063294.1	965595	966296	CRISPRDetect
NZ_CP045418.1	1133438	1137127	CRISPRDetect
NZ_CP046858.1	1284038	1286227	CRISPRDetect
NZ_CP045972.1	542783	543072	CRISPRDetect
NZ_CP047020.1	107995	108144	CRISPRDetect
NZ_CP047020.1	115244	117341	CRISPRDetect
NZ_CP047020.1	127820	130107	CRISPRDetect
NZ_CP047020.1	131680	132076	CRISPRDetect
NZ_CP047020.1	3467124	3468304	CRISPRDetect
NZ_CP047020.1	3473112	3473628	CRISPRDetect
NZ_CP040314.1	4326620	4326832	CRISPRDetect
NZ_CP039182.1	120146	120559	CRISPRDetect
NZ_CP041860.1	3117375	3118446	CRISPRDetect
NZ_CP046308.1	1792733	1794325	CRISPRDetect
NZ_CP046308.1	1795709	1797650	CRISPRDetect
NZ_CP070982.1	1062145	1063436	CRISPRDetect
NZ_CP070982.1	1073822	1075355	CRISPRDetect
NC_017470.1	1001645	1002650	CRISPRDetect
NC_017470.1	1012143	1013269	CRISPRDetect
NZ_AP021879.1	446702	449214	CRISPRDetect
NZ_AP021879.1	495738	498995	CRISPRDetect
NZ_AP021879.1	2813832	2815971	CRISPRDetect
NZ_AP021879.1	2817526	2819517	CRISPRDetect
NZ_CP046251.1	3809367	3810738	CRISPRDetect
NZ_CP018189.1	490017	490910	CRISPRDetect
NZ_CP046253.1	191193	192284	CRISPRDetect
NZ_CP041955.1	1066548	1066882	CRISPRDetect
NZ_CP041955.1	1092431	1093133	CRISPRDetect
NZ_CP031988.1	2138995	2139143	CRISPRDetect
NZ_CP047784.1	2092679	2092826	CRISPRDetect
NZ_CP072652.1	617689	622432	CRISPRDetect
NZ_CP046060.1	4793480	4794242	CRISPRDetect
NZ_CP046060.1	4803413	4803992	CRISPRDetect
NC_014752.1	1672895	1673595	CRISPRDetect
NC_014752.1	1894689	1895319	CRISPRDetect
NZ_CP046246.1	513280	517287	CRISPRDetect
NZ_CP046246.1	1032914	1034310	CRISPRDetect
NZ_CP046737.1	2326865	2329212	CRISPRDetect
NZ_CP047496.1	1120013	1120267	CRISPRDetect
NZ_CP047496.1	1334835	1335837	CRISPRDetect
NZ_CP039234.1	252200	252425	CRISPRDetect
NZ_CP039234.1	2638625	2638848	CRISPRDetect
NC_016640.1	2897528	2897928	CRISPRDetect
NC_016640.1	2903090	2904080	CRISPRDetect
NC_016640.1	3587398	3589799	CRISPRDetect
NC_016640.1	4222943	4225592	CRISPRDetect
NC_016640.1	4296783	4301141	CRISPRDetect
NC_016640.1	5189874	5191454	CRISPRDetect
NZ_CP047510.1	1109136	1109390	CRISPRDetect
NC_015389.1	496094	496990	CRISPRDetect
NC_015389.1	2042179	2042806	CRISPRDetect
NZ_CP040343.1	283140	283360	CRISPRDetect
NZ_CP047658.1	1052389	1053090	CRISPRDetect
NZ_CP047658.1	1054472	1055111	CRISPRDetect
NZ_CP047658.1	1080660	1080872	CRISPRDetect
NZ_CP047658.1	3095026	3095229	CRISPRDetect
NZ_CP037953.1	3728096	3730306	CRISPRDetect
NZ_CP048109.1	143912	144546	CRISPRDetect
NZ_CP046822.1	1767928	1768256	CRISPRDetect
NZ_CP029241.1	775314	775590	CRISPRDetect
NZ_CP029241.1	821045	821440	CRISPRDetect
NZ_CP029241.1	872747	873264	CRISPRDetect
NZ_CP029241.1	990483	990662	CRISPRDetect
NZ_CP029241.1	1385963	1386594	CRISPRDetect
NZ_CP029241.1	3071424	3072248	CRISPRDetect
NZ_CP029241.1	3083048	3083869	CRISPRDetect
NZ_CP029241.1	6675144	6675907	CRISPRDetect
NZ_CP029241.1	8207508	8207963	CRISPRDetect
NZ_CP047835.1	824917	825072	CRISPRDetect
NZ_CP048108.1	373478	375522	CRISPRDetect
NZ_CP048108.1	5806634	5810384	CRISPRDetect
NZ_CP047502.1	1110379	1110633	CRISPRDetect
NZ_CP028132.1	4130716	4131478	CRISPRDetect
NZ_CP047815.1	2229433	2229628	CRISPRDetect
NZ_CP047963.1	58642	60362	CRISPRDetect
NZ_CP046703.1	2342811	2343646	CRISPRDetect
NZ_CP046703.1	4516363	4516569	CRISPRDetect
NZ_CP046703.1	4930753	4931586	CRISPRDetect
NZ_CP046703.1	5414753	5415169	CRISPRDetect
NZ_CP046703.1	5753671	5754282	CRISPRDetect
NZ_CP046703.1	6707883	6709220	CRISPRDetect
NZ_CP046703.1	7120544	7120791	CRISPRDetect
NZ_CP046703.1	7243487	7243649	CRISPRDetect
NZ_AP018439.1	408759	412223	CRISPRDetect
NZ_CP048427.1	540433	540950	CRISPRDetect
NZ_CP048427.1	547783	547995	CRISPRDetect
NZ_CP048427.1	556172	556568	CRISPRDetect
NZ_CP048397.1	3162796	3162991	CRISPRDetect
NZ_CP034237.1	424926	426541	CRISPRDetect
NZ_CP034237.1	429304	429699	CRISPRDetect
NZ_CP034237.1	3963487	3964898	CRISPRDetect
NZ_CP034237.1	3973823	3974871	CRISPRDetect
NZ_CP047797.1	1287548	1287685	CRISPRDetect
NZ_CP029149.1	1504038	1506164	CRISPRDetect
NC_021018.1	2575294	2576080	CRISPRDetect
NZ_CP035547.1	3084683	3086585	CRISPRDetect
NZ_CP035547.1	3102716	3104209	CRISPRDetect
NZ_CP047809.1	1328382	1328533	CRISPRDetect
NC_017477.1	1199793	1201612	CRISPRDetect
NZ_AP022371.1	1484213	1486942	CRISPRDetect
NZ_AP022371.1	1495637	1497586	CRISPRDetect
NZ_CP034236.1	811935	812441	CRISPRDetect
NZ_CP034236.1	4349724	4350792	CRISPRDetect
NZ_CP034236.1	4353556	4354134	CRISPRDetect
NZ_CP038807.1	160678	160820	CRISPRDetect
NZ_CP044458.1	46131	46996	CRISPRDetect
NC_017177.1	114767	114925	CRISPRDetect
NC_017177.1	115589	115998	CRISPRDetect
NC_017177.1	125174	125335	CRISPRDetect
NC_017177.1	127199	127493	CRISPRDetect
NC_017177.1	128635	128937	CRISPRDetect
NC_017177.1	133975	134466	CRISPRDetect
NC_017177.1	144452	144878	CRISPRDetect
NC_017177.1	148068	148296	CRISPRDetect
NZ_CP048617.1	742307	745417	CRISPRDetect
NZ_CP048617.1	1340039	1340727	CRISPRDetect
NZ_CP048617.1	1342099	1342655	CRISPRDetect
NZ_CP048617.1	1345174	1347957	CRISPRDetect
NZ_CP048617.1	1517978	1519080	CRISPRDetect
NZ_CP048617.1	1580794	1581029	CRISPRDetect
NZ_CP048617.1	1593577	1598491	CRISPRDetect
NZ_CP048617.1	2278384	2278619	CRISPRDetect
NZ_CP041431.1	1128897	1129719	CRISPRDetect
NZ_CP041431.1	1155419	1155692	CRISPRDetect
NZ_AP019695.1	1987092	1988316	CRISPRDetect
NC_021040.1	3537951	3539238	CRISPRDetect
NZ_CP049055.1	1173442	1183847	CRISPRDetect
NZ_CP049055.1	2046225	2046488	CRISPRDetect
NZ_CP049055.1	2059154	2059927	CRISPRDetect
NZ_CP049055.1	2952952	2955704	CRISPRDetect
NZ_CP036399.1	200564	200766	CRISPRDetect
NC_021021.1	671049	672270	CRISPRDetect
NC_021021.1	2226260	2226624	CRISPRDetect
NZ_CP049204.1	1058534	1059356	CRISPRDetect
NZ_CP049204.1	1084993	1085266	CRISPRDetect
NZ_CP049204.1	3025112	3025260	CRISPRDetect
NZ_CP049916.1	1349149	1356628	CRISPRDetect
NZ_CP048030.1	2441834	2444798	CRISPRDetect
NZ_CP064952.1	59573	60505	CRISPRDetect
NZ_CP064952.1	721704	721888	CRISPRDetect
NZ_CP045916.1	1522274	1523082	CRISPRDetect
NZ_AP022869.1	2832747	2834579	CRISPRDetect
NC_017347.1	2260433	2260584	CRISPRDetect
NZ_CP046058.1	301962	302105	CRISPRDetect
NZ_CP046058.1	1671069	1683018	CRISPRDetect
NZ_CP046058.1	2001742	2002745	CRISPRDetect
NZ_CP046058.1	2886871	2887273	CRISPRDetect
NZ_CP046058.1	2889788	2890555	CRISPRDetect
NZ_CP046058.1	3624620	3624769	CRISPRDetect
NZ_CP046058.1	4154339	4154591	CRISPRDetect
NZ_CP046058.1	4162731	4162992	CRISPRDetect
NZ_CP048436.1	2513016	2513456	CRISPRDetect
NC_021047.1	384525	385088	CRISPRDetect
NZ_CP049316.1	116937	118437	CRISPRDetect
NZ_CP049316.1	126502	127865	CRISPRDetect
NZ_CP048310.1	1082689	1083267	CRISPRDetect
NZ_CP048310.1	1111753	1112391	CRISPRDetect
NZ_CP070373.1	30676	30870	CRISPRDetect
NZ_CP070373.1	7046143	7046568	CRISPRDetect
NZ_CP070373.1	7432271	7432473	CRISPRDetect
NC_021030.1	1180985	1181743	CRISPRDetect
NC_017337.1	927653	927789	CRISPRDetect
NC_017337.1	1259301	1259519	CRISPRDetect
NZ_CP051107.1	1274440	1276310	CRISPRDetect
NZ_CP051144.1	1128356	1134597	CRISPRDetect
NZ_CP051144.1	1136170	1136329	CRISPRDetect
NZ_CP051144.1	1335663	1336425	CRISPRDetect
NZ_CP049333.1	1517237	1517461	CRISPRDetect
NC_015428.1	1943645	1945331	CRISPRDetect
NZ_CP036389.1	200564	200766	CRISPRDetect
NC_016776.1	942751	942897	CRISPRDetect
NC_016776.1	4711685	4713959	CRISPRDetect
NZ_CP040608.1	1457944	1458244	CRISPRDetect
NC_015677.1	3699383	3704613	CRISPRDetect
NC_017620.1	1451376	1451610	CRISPRDetect
NC_017620.1	1453220	1453794	CRISPRDetect
NZ_CP050024.1	2618267	2618623	CRISPRDetect
NZ_LR130240.1	606148	606311	CRISPRDetect
NZ_LR130240.1	1058145	1058448	CRISPRDetect
NZ_CP049353.1	944459	945525	CRISPRDetect
NZ_CP049353.1	971729	972246	CRISPRDetect
NZ_CP049353.1	2950437	2950640	CRISPRDetect
NZ_CP049801.1	2322675	2326907	CRISPRDetect
NZ_CP051714.1	3102733	3103122	CRISPRDetect
NZ_CP051714.1	3112180	3112630	CRISPRDetect
NZ_CP059974.1	648411	648573	CRISPRDetect
NZ_CP050845.1	1015625	1017421	CRISPRDetect
NZ_CP050068.1	305263	306198	CRISPRDetect
NZ_CP051206.1	163391	164468	CRISPRDetect
NZ_CP051206.1	1520892	1521112	CRISPRDetect
NZ_CP051298.1	231637	236752	CRISPRDetect
NZ_CP051298.1	238080	238845	CRISPRDetect
NZ_CP050690.1	1774031	1774183	CRISPRDetect
NZ_CP047630.1	1364221	1366502	CRISPRDetect
NZ_CP050769.1	1079383	1080449	CRISPRDetect
NZ_CP050769.1	1096990	1098057	CRISPRDetect
NZ_CP045453.2	1856917	1857713	CRISPRDetect
NZ_CP045453.2	1874076	1874522	CRISPRDetect
NZ_CP045453.2	1881219	1881529	CRISPRDetect
NZ_CP051269.1	3977164	3978153	CRISPRDetect
NZ_CP051269.1	3994285	3994557	CRISPRDetect
NZ_CP050266.1	1537432	1538782	CRISPRDetect
NZ_CP050266.1	1546938	1548948	CRISPRDetect
NZ_CP050266.1	1550870	1551318	CRISPRDetect
NZ_CP050266.1	1560879	1561867	CRISPRDetect
NZ_CP051105.1	1429722	1429990	CRISPRDetect
NZ_CP051167.1	1029690	1032376	CRISPRDetect
NZ_CP051167.1	1044218	1049481	CRISPRDetect
NZ_CP051167.1	1142532	1143089	CRISPRDetect
NZ_CP051167.1	2127509	2129521	CRISPRDetect
NZ_CP051167.1	3601080	3603170	CRISPRDetect
NZ_CP051167.1	4026455	4029483	CRISPRDetect
NZ_CP051167.1	4260425	4262674	CRISPRDetect
NZ_CP051167.1	4269452	4271390	CRISPRDetect
NZ_CP051167.1	4274885	4276241	CRISPRDetect
NZ_CP051167.1	4379530	4380496	CRISPRDetect
NZ_CP051167.1	4667793	4669507	CRISPRDetect
NZ_CP050360.1	2554228	2556878	CRISPRDetect
NC_015682.1	1115343	1118449	CRISPRDetect
NC_015682.1	1221572	1225130	CRISPRDetect
NZ_CP040061.1	929742	931358	CRISPRDetect
NZ_CP040061.1	947640	949538	CRISPRDetect
NZ_CP040061.1	2612071	2612639	CRISPRDetect
NZ_CP051180.1	401018	401227	CRISPRDetect
NZ_CP051180.1	433153	434179	CRISPRDetect
NZ_CP036376.1	491594	492487	CRISPRDetect
NZ_CP036376.1	1025856	1026354	CRISPRDetect
NZ_CP051649.1	684674	685375	CRISPRDetect
NZ_CP051649.1	690337	691828	CRISPRDetect
NZ_CP051649.1	701296	702606	CRISPRDetect
NZ_CP051649.1	706621	707317	CRISPRDetect
NZ_CP053841.1	70900	71461	CRISPRDetect
NZ_CP054003.1	2559117	2559265	CRISPRDetect
NZ_CP053930.1	76278	76573	CRISPRDetect
NZ_CP050258.1	851553	853716	CRISPRDetect
NZ_CP050258.1	864623	866607	CRISPRDetect
NZ_CP050258.1	876070	876399	CRISPRDetect
NZ_CP053787.1	3572583	3574015	CRISPRDetect
NZ_CP053787.1	3599518	3600097	CRISPRDetect
NZ_CP050244.1	851553	853716	CRISPRDetect
NZ_CP050244.1	864623	866607	CRISPRDetect
NZ_CP050244.1	876070	876399	CRISPRDetect
NZ_CP060606.1	1961465	1961603	CRISPRDetect
NZ_CP063056.1	218119	218346	CRISPRDetect
NZ_AP023418.1	2473282	2479995	CRISPRDetect
NZ_CP053284.1	1028986	1029320	CRISPRDetect
NZ_CP053284.1	4022840	4022991	CRISPRDetect
NZ_CP061819.1	91136	91304	CRISPRDetect
NZ_CP017803.1	853906	861704	CRISPRDetect
NZ_CP038448.1	1263055	1263264	CRISPRDetect
NZ_CP038333.1	1123497	1123709	CRISPRDetect
NZ_CP038416.1	1135513	1135725	CRISPRDetect
NZ_CP038389.1	1192125	1193008	CRISPRDetect
NZ_CP038284.1	1120870	1121082	CRISPRDetect
NZ_CP058556.1	1472303	1472880	CRISPRDetect
NZ_CP058556.1	1486401	1487344	CRISPRDetect
NZ_CP058556.1	1501117	1504073	CRISPRDetect
NZ_CP058556.1	1513968	1518204	CRISPRDetect
NZ_CP058556.1	3371742	3372014	CRISPRDetect
NZ_CP058556.1	3435390	3436575	CRISPRDetect
NZ_CP058556.1	3440069	3442786	CRISPRDetect
NZ_CP058556.1	3448013	3449203	CRISPRDetect
NZ_CP058556.1	3479894	3481223	CRISPRDetect
NZ_CP058556.1	4114313	4116214	CRISPRDetect
NZ_CP058556.1	4766561	4768932	CRISPRDetect
NZ_CP058556.1	4773353	4773932	CRISPRDetect
NZ_CP058556.1	4776019	4777025	CRISPRDetect
NZ_CP058556.1	4806077	4807286	CRISPRDetect
NZ_CP039120.2	947622	949184	CRISPRDetect
NZ_CP039120.2	2654508	2654891	CRISPRDetect
NC_017584.1	198677	199867	CRISPRDetect
NC_017584.1	213598	214174	CRISPRDetect
NC_017584.1	420333	422804	CRISPRDetect
NC_017584.1	530056	530555	CRISPRDetect
NC_017584.1	989382	991848	CRISPRDetect
NC_017584.1	1363865	1364440	CRISPRDetect
NC_017584.1	1580591	1581962	CRISPRDetect
NC_017584.1	1694053	1695968	CRISPRDetect
NC_017584.1	2668113	2669658	CRISPRDetect
NC_017584.1	2715965	2716301	CRISPRDetect
NC_017584.1	3524497	3525373	CRISPRDetect
NZ_JABRWN010000002.1	303454	305253	CRISPRDetect
NZ_CP041809.1	3107551	3109347	CRISPRDetect
NZ_CP074233.1	922138	923204	CRISPRDetect
NZ_CP074233.1	939185	940435	CRISPRDetect
NC_017216.2	1511474	1512879	CRISPRDetect
NZ_CP056095.1	1543345	1544393	CRISPRDetect
NZ_CP056095.1	2909688	2910555	CRISPRDetect
NZ_CP056095.1	2919082	2919770	CRISPRDetect
NZ_CP056095.1	5238371	5239797	CRISPRDetect
NZ_CP054511.1	755612	757158	CRISPRDetect
NZ_CP054511.1	1284414	1285499	CRISPRDetect
NZ_CP007421.2	2961366	2961884	CRISPRDetect
NZ_CP007421.2	2978036	2978675	CRISPRDetect
NZ_CP017766.1	2361770	2368559	CRISPRDetect
NZ_CP038339.1	1135660	1135872	CRISPRDetect
NZ_CP053834.1	44955	47261	CRISPRDetect
NZ_CP053834.1	49835	56856	CRISPRDetect
NZ_CP053834.1	85935	86274	CRISPRDetect
NZ_CP056034.1	2896180	2896509	CRISPRDetect
NZ_CP056034.1	2905972	2907956	CRISPRDetect
NZ_CP056034.1	2918863	2921026	CRISPRDetect
NZ_CP053452.2	1903897	1907937	CRISPRDetect
NZ_CP053452.2	1910415	1912692	CRISPRDetect
NZ_CP053452.2	6434691	6435598	CRISPRDetect
NZ_AP022321.1	1977148	1977448	CRISPRDetect
NZ_CP053619.1	2451071	2452960	CRISPRDetect
NZ_CP039119.2	1084609	1084780	CRISPRDetect
NZ_CP039119.2	1085167	1085338	CRISPRDetect
NZ_CP039119.2	2234021	2235659	CRISPRDetect
NZ_CP016614.1	1387978	1389952	CRISPRDetect
NZ_CP054619.1	1273712	1274474	CRISPRDetect
NZ_CP054619.1	1277157	1277643	CRISPRDetect
NZ_CP039834.1	1120894	1121106	CRISPRDetect
NC_017548.1	1542032	1543020	CRISPRDetect
NC_017548.1	2878171	2879038	CRISPRDetect
NC_017548.1	2887565	2888253	CRISPRDetect
NZ_CP053731.1	3964520	3965342	CRISPRDetect
NZ_CP053731.1	3982192	3982893	CRISPRDetect
NZ_CM001240.1	4885612	4887343	CRISPRDetect
NZ_CP054052.1	83049	83212	CRISPRDetect
NZ_AP023235.1	1263551	1264964	CRISPRDetect
NZ_AP023235.1	1291290	1291441	CRISPRDetect
NZ_CP053079.1	3209215	3209363	CRISPRDetect
NZ_CP046671.1	1087334	1092609	CRISPRDetect
NZ_CP054049.1	2937518	2938988	CRISPRDetect
NZ_CP054049.1	2947484	2948532	CRISPRDetect
NZ_CP053820.1	1954857	1955004	CRISPRDetect
NZ_CP068685.1	260073	261256	CRISPRDetect
NZ_CP007633.1	594479	594907	CRISPRDetect
NZ_CP007633.1	975171	975396	CRISPRDetect
NZ_CP007633.1	983576	986936	CRISPRDetect
NZ_CP007633.1	1011390	1012013	CRISPRDetect
NZ_CP007633.1	1090292	1090661	CRISPRDetect
NZ_CP007633.1	1233629	1233858	CRISPRDetect
NZ_CP007633.1	1422791	1423489	CRISPRDetect
NZ_CP054224.1	1086550	1087738	CRISPRDetect
NZ_AP023239.1	306392	311080	CRISPRDetect
NZ_CP058302.1	1224948	1225404	CRISPRDetect
NZ_CP058302.1	1251292	1251992	CRISPRDetect
NZ_CP058302.1	4007889	4008092	CRISPRDetect
NZ_CP040280.1	35278	35961	CRISPRDetect
NZ_CP040280.1	40246	40929	CRISPRDetect
NC_016113.1	898044	898314	CRISPRDetect
NZ_CP054923.1	2697618	2697768	CRISPRDetect
NZ_CP054926.1	4557306	4557701	CRISPRDetect
NZ_CM001488.1	2738204	2738747	CRISPRDetect
NZ_CM001488.1	2748849	2750112	CRISPRDetect
NZ_CM001488.1	3126731	3133591	CRISPRDetect
NZ_CP055259.1	1001376	1002076	CRISPRDetect
NZ_CP055259.1	1027964	1028420	CRISPRDetect
NZ_CP055259.1	3045036	3045239	CRISPRDetect
NC_015975.1	1047226	1048215	CRISPRDetect
NC_015975.1	1066290	1068634	CRISPRDetect
NZ_CP059288.1	978419	979058	CRISPRDetect
NZ_CP059288.1	1004328	1005577	CRISPRDetect
NZ_CP058948.1	3313853	3314616	CRISPRDetect
NZ_CP058948.1	3340165	3340560	CRISPRDetect
NC_016148.1	256316	257822	CRISPRDetect
NC_016148.1	279012	282020	CRISPRDetect
NZ_CP050130.1	3745169	3747073	CRISPRDetect
NZ_CP050130.1	3763204	3764697	CRISPRDetect
NC_021184.1	529607	534560	CRISPRDetect
NC_021184.1	537907	538659	CRISPRDetect
NC_021184.1	547994	548616	CRISPRDetect
NC_021184.1	550376	551190	CRISPRDetect
NC_021184.1	832966	834393	CRISPRDetect
NC_021184.1	4234677	4241879	CRISPRDetect
NZ_AP022003.1	1124203	1125208	CRISPRDetect
NZ_AP022003.1	1152345	1152862	CRISPRDetect
NZ_CP046673.1	4034331	4036373	CRISPRDetect
NZ_CP047412.1	1258718	1261004	CRISPRDetect
NZ_CP055599.1	3836615	3837255	CRISPRDetect
NZ_CP055599.1	3852582	3853892	CRISPRDetect
NZ_CP055599.1	4542417	4542565	CRISPRDetect
NC_016147.2	3119302	3122682	CRISPRDetect
NZ_CP058112.1	1822250	1822523	CRISPRDetect
NZ_CP055466.1	1058775	1060208	CRISPRDetect
NZ_CP058637.1	1997185	1997634	CRISPRDetect
NZ_CP055412.1	1139219	1140409	CRISPRDetect
NZ_CP055412.1	1880537	1881358	CRISPRDetect
NZ_CP059275.1	988706	993400	CRISPRDetect
NZ_CP058331.1	2074289	2075459	CRISPRDetect
NZ_CP058331.1	4890890	4892322	CRISPRDetect
NZ_CP058331.1	4901878	4902701	CRISPRDetect
NZ_CP059565.1	5960	6327	CRISPRDetect
NZ_CP059565.1	859438	859672	CRISPRDetect
NZ_CP059565.1	862124	863746	CRISPRDetect
NZ_CP058562.1	1992963	1993254	CRISPRDetect
NZ_CP058562.1	2449615	2451956	CRISPRDetect
NZ_CP058562.1	2520078	2520982	CRISPRDetect
NC_016941.1	61875	62344	CRISPRDetect
NC_016941.1	71065	71390	CRISPRDetect
NZ_CP056150.1	1196767	1198443	CRISPRDetect
NZ_CP056150.1	1982213	1982669	CRISPRDetect
NZ_CP056145.1	2296558	2296770	CRISPRDetect
NC_009033.1	330548	331163	CRISPRDetect
NC_009033.1	332546	333484	CRISPRDetect
NC_009033.1	336667	337598	CRISPRDetect
NC_009033.1	350840	351180	CRISPRDetect
NC_009033.1	394573	394922	CRISPRDetect
NC_009033.1	395456	396044	CRISPRDetect
NC_009033.1	564439	565366	CRISPRDetect
NC_009033.1	592270	593340	CRISPRDetect
NC_009033.1	597053	598119	CRISPRDetect
NC_009033.1	602741	603024	CRISPRDetect
NC_009033.1	1553943	1554425	CRISPRDetect
NC_009033.1	1564219	1564499	CRISPRDetect
NZ_CP057330.1	3854286	3855275	CRISPRDetect
NZ_CP057330.1	3863703	3865053	CRISPRDetect
NZ_CP059564.1	407650	407826	CRISPRDetect
NZ_CP059564.1	411660	411969	CRISPRDetect
NZ_CP059564.1	459650	462990	CRISPRDetect
NZ_CP059564.1	667148	670722	CRISPRDetect
NZ_CP059564.1	1463299	1464640	CRISPRDetect
NZ_CP059564.1	2204928	2205101	CRISPRDetect
NZ_CP056219.1	1203141	1205431	CRISPRDetect
NZ_CP056148.1	1500546	1500935	CRISPRDetect
NZ_CP056148.1	1518223	1518611	CRISPRDetect
NZ_CP056148.1	1527082	1528132	CRISPRDetect
NZ_CP056751.1	3102098	3103632	CRISPRDetect
NZ_CP056751.1	3113477	3114285	CRISPRDetect
NZ_CP056751.1	3129658	3129988	CRISPRDetect
NZ_CP056251.1	1049518	1051869	CRISPRDetect
NZ_CP056883.1	2182829	2183284	CRISPRDetect
NZ_CP056883.1	2192037	2193224	CRISPRDetect
NZ_AHCD03000018.1	32	191	CRISPRDetect
NZ_AHCD03000018.1	1426	1981	CRISPRDetect
NZ_AHCD03000018.1	4667	4894	CRISPRDetect
NZ_CP057481.1	1023846	1024363	CRISPRDetect
NZ_CP057481.1	1041943	1043862	CRISPRDetect
NZ_CP055860.1	863886	864403	CRISPRDetect
NZ_CP055860.1	879362	880917	CRISPRDetect
NZ_CP056888.1	1167423	1169713	CRISPRDetect
NZ_CP059139.1	5408583	5410112	CRISPRDetect
NZ_CP056951.1	869337	870772	CRISPRDetect
NZ_CP056951.1	896279	897345	CRISPRDetect
NZ_CP057215.1	1003282	1004409	CRISPRDetect
NZ_CP057215.1	1019367	1021287	CRISPRDetect
NZ_CP055159.1	4481737	4484704	CRISPRDetect
NZ_CP060073.1	1022068	1022402	CRISPRDetect
NZ_CP060073.1	1043162	1044349	CRISPRDetect
NZ_CP059833.1	1797306	1800507	CRISPRDetect
NZ_CP058647.1	3273091	3273304	CRISPRDetect
NZ_CP050215.1	3261008	3261342	CRISPRDetect
NZ_CP050215.1	3289720	3289871	CRISPRDetect
NZ_CP061052.1	364708	365816	CRISPRDetect
NZ_CP061052.1	1588373	1591523	CRISPRDetect
NC_017585.1	914841	915111	CRISPRDetect
NZ_AP022098.1	1142710	1143962	CRISPRDetect
NZ_AP022098.1	1169508	1170270	CRISPRDetect
NZ_AP022177.1	985301	985696	CRISPRDetect
NZ_AP022177.1	1003929	1004263	CRISPRDetect
NZ_AP022036.1	1010221	1011104	CRISPRDetect
NZ_AP022036.1	1036802	1038235	CRISPRDetect
NZ_AP022036.1	3001313	3001461	CRISPRDetect
NZ_AP022159.1	1079717	1080173	CRISPRDetect
NZ_AP022159.1	1107310	1108315	CRISPRDetect
NZ_CP059386.1	1452055	1452504	CRISPRDetect
NZ_CP056830.1	1049522	1053450	CRISPRDetect
NZ_CP056647.1	4036789	4038039	CRISPRDetect
NZ_AP022107.1	1008942	1010435	CRISPRDetect
NZ_AP022107.1	1025936	1026209	CRISPRDetect
NZ_CP060204.1	570258	570431	CRISPRDetect
